喆啡酒店(贵阳天河潭店),花溪区/小河区附近地区,花溪区,石板镇天河潭旅游综合体贵阳故事街B1区B1-2-110、111、116(及二楼以上)号商铺,http://www.zhuna.cn/hotel-1269094.html,288
桔子酒店(贵阳大十字店),大十字/省人民医院,南明区,中华南路1号,http://www.zhuna.cn/hotel-10956.html,303
S FEEL设计师酒店(贵阳大十字店),河滨公园/甲秀楼/筑城广场地区,南明区,都司路中天商务港3层1号,http://www.zhuna.cn/hotel-1333540.html,397
怡程酒店(贵阳会展中心金融城店),观山湖区/会展城/金融城,观山湖区,金朱东路399号中渝第一城恒大中央公园A29栋1-5层,http://www.zhuna.cn/hotel-1010417.html,283
贵阳富俪国际酒店,观山湖区/会展城/金融城,观山湖区,诚信北路81号大西南富力中心第A4栋负一层96号,http://www.zhuna.cn/hotel-1441595.html,245
和颐至尚酒店(贵阳西南国际商贸城店),观山湖区/会展城/金融城,观山湖区,宾阳大道碧桂园西南上城A区北楼,http://www.zhuna.cn/hotel-1643098.html,215
贵阳万象温泉马陇别苑,新添寨附近地区,乌当区,新添大道北段268号,http://www.zhuna.cn/hotel-702457.html,1142
喆啡酒店(贵阳会展中心金融城店),贵阳火车北站,观山湖区,金珠东路金融城二期E区第E三栋1005,http://www.zhuna.cn/hotel-1355153.html,216
贵阳南岳假日酒店,火车站地区,南明区,南厂路22号,http://www.zhuna.cn/hotel-1349825.html,511
贵阳云岩美福美仑酒店,喷水池/星力广场地区,云岩区,瑞金北路150号,http://www.zhuna.cn/hotel-1681572.html,308
国溪溪畔酒店(贵阳花溪公园政务中心店),花溪区/小河区附近地区,花溪区,新时代麟鑫商业广场A4幢1-13层,http://www.zhuna.cn/hotel-1106779.html,278
桔子水晶贵阳高铁北站酒店,贵阳火车北站,观山湖区,阳关大道麒龙商务港B地块3号楼,http://www.zhuna.cn/hotel-1086965.html,319
凯里亚德酒店(贵阳奥体中心万达广场店),观山湖区/会展城/金融城,观山湖区,兴筑西路88号华润国际社区A2单元A2072一楼,http://www.zhuna.cn/hotel-1087724.html,245
贵阳5F.NET+HOTEL酒店,喷水池/星力广场地区,云岩区,黔灵东路132号亨特上城A栋,http://www.zhuna.cn/hotel-1259596.html,313
贵阳花溪福朋喜来登酒店,火车站地区,花溪区,黄河路2号,http://www.zhuna.cn/hotel-1352796.html,623
贵阳中葡星酒店,花溪区/小河区附近地区,花溪区,贵安新区花溪大学城思雅路与博士路交汇处贵澳时代广场1栋,http://www.zhuna.cn/hotel-1161157.html,352
贵阳诺富特酒店,大十字/省人民医院,南明区,中华南路8号,http://www.zhuna.cn/hotel-32655.html,432
贵阳中黔华旅酒店,花溪区/小河区附近地区,花溪区,花燕路碧桂园花溪1号旁,http://www.zhuna.cn/hotel-1210461.html,254
贵阳北站亚朵酒店,贵阳火车北站,观山湖区,北大资源梦想城7-A13栋,http://www.zhuna.cn/hotel-508130.html,344
